target,model,feature,importance
pco2_abnormal,logistic_l1,ecg_ptp,0.00012378822430036962
pco2_abnormal,logistic_l1,ecg_rms,0.021254247054457664
pco2_abnormal,logistic_l1,ecg_skewness,0.1786951869726181
pco2_abnormal,logistic_l1,ecg_kurtosis,0.1571839153766632
pco2_abnormal,logistic_l1,ecg_zero_crossing_rate,0.0005865471321158111
pco2_abnormal,logistic_l1,ecg_mean_abs,0.10566974431276321
pco2_abnormal,logistic_l1,ecg_total_power,0.25778651237487793
pco2_abnormal,logistic_l1,ecg_vlf_power,0.0
pco2_abnormal,logistic_l1,ecg_lf_power,0.10179967433214188
pco2_abnormal,logistic_l1,ecg_hf_power,0.15578126907348633
pco2_abnormal,logistic_l1,ecg_vlf_norm,0.0
pco2_abnormal,logistic_l1,ecg_lf_norm,0.03386782109737396
pco2_abnormal,logistic_l1,ecg_hf_norm,0.01277028676122427
pco2_abnormal,logistic_l1,ecg_lf_hf_ratio,0.07807765901088715
pco2_abnormal,logistic_l1,ecg_spectral_centroid,0.11366946250200272
pco2_abnormal,random_forest,hr,0.028449774739786316
pco2_abnormal,random_forest,sdnn,0.04928225385240332
pco2_abnormal,random_forest,rmssd,0.04106205683341148
pco2_abnormal,random_forest,pnn50,0.028631738292342716
pco2_abnormal,random_forest,n_rr,0.030902003461571084
pco2_abnormal,random_forest,ecg_max,0.0608200316795423
pco2_abnormal,random_forest,ecg_min,0.059307196547907864
pco2_abnormal,random_forest,ecg_ptp,0.04934339222245036
pco2_abnormal,random_forest,ecg_rms,0.004505647107720913
pco2_abnormal,random_forest,ecg_skewness,0.060005170810365216
pco2_abnormal,random_forest,ecg_kurtosis,0.049986362410641645
pco2_abnormal,random_forest,ecg_zero_crossing_rate,0.0474739847036947
pco2_abnormal,random_forest,ecg_mean_abs,0.04717598216428601
pco2_abnormal,random_forest,ecg_total_power,0.08520514178273528
pco2_abnormal,random_forest,ecg_vlf_power,0.0
pco2_abnormal,random_forest,ecg_lf_power,0.04871733710087749
pco2_abnormal,random_forest,ecg_hf_power,0.061929382568899835
pco2_abnormal,random_forest,ecg_vlf_norm,0.0
pco2_abnormal,random_forest,ecg_lf_norm,0.051714585645396056
pco2_abnormal,random_forest,ecg_hf_norm,0.05639072304164253
pco2_abnormal,random_forest,ecg_lf_hf_ratio,0.07578710972334861
pco2_abnormal,random_forest,ecg_spectral_centroid,0.06331012531097652
pco2_abnormal,mlp,hr,0.0
pco2_abnormal,mlp,sdnn,0.0
pco2_abnormal,mlp,rmssd,0.0
pco2_abnormal,mlp,pnn50,0.0
pco2_abnormal,mlp,n_rr,0.0
pco2_abnormal,mlp,ecg_max,0.0
pco2_abnormal,mlp,ecg_min,0.0
pco2_abnormal,mlp,ecg_ptp,0.0
pco2_abnormal,mlp,ecg_rms,0.0
pco2_abnormal,mlp,ecg_skewness,0.0
pco2_abnormal,mlp,ecg_kurtosis,0.0
pco2_abnormal,mlp,ecg_zero_crossing_rate,0.0
pco2_abnormal,mlp,ecg_mean_abs,0.0
pco2_abnormal,mlp,ecg_total_power,0.0
pco2_abnormal,mlp,ecg_vlf_power,0.0
pco2_abnormal,mlp,ecg_lf_power,0.0
pco2_abnormal,mlp,ecg_hf_power,0.0
pco2_abnormal,mlp,ecg_vlf_norm,0.0
pco2_abnormal,mlp,ecg_lf_norm,0.0
pco2_abnormal,mlp,ecg_hf_norm,0.0
pco2_abnormal,mlp,ecg_lf_hf_ratio,0.0
pco2_abnormal,mlp,ecg_spectral_centroid,0.0
hemoglobin_low,logistic_l2,hr,0.16771908314332853
hemoglobin_low,logistic_l2,sdnn,0.10474986765934081
hemoglobin_low,logistic_l2,rmssd,0.037707991977753465
hemoglobin_low,logistic_l2,pnn50,0.15583950845101663
hemoglobin_low,logistic_l2,n_rr,0.10621729199867824
hemoglobin_low,logistic_l2,ecg_max,0.2751381881645232
hemoglobin_low,logistic_l2,ecg_min,0.19304460419484082
hemoglobin_low,logistic_l2,ecg_ptp,0.3604663871134883
hemoglobin_low,logistic_l2,ecg_rms,0.2954200808624959
hemoglobin_low,logistic_l2,ecg_skewness,1.0065011054051078
hemoglobin_low,logistic_l2,ecg_kurtosis,1.6791589622550658
hemoglobin_low,logistic_l2,ecg_zero_crossing_rate,0.6370026132264686
hemoglobin_low,logistic_l2,ecg_mean_abs,0.16940565599867607
hemoglobin_low,logistic_l2,ecg_total_power,0.1908905303602573
hemoglobin_low,logistic_l2,ecg_vlf_power,0.0
hemoglobin_low,logistic_l2,ecg_lf_power,0.03809453742818362
hemoglobin_low,logistic_l2,ecg_hf_power,7.053799390243276e-05
hemoglobin_low,logistic_l2,ecg_vlf_norm,0.0
hemoglobin_low,logistic_l2,ecg_lf_norm,0.6009700485871428
hemoglobin_low,logistic_l2,ecg_hf_norm,0.22067462639157273
